,Unnamed: 0,No,year,month,day,hour,season,AQI,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
1691,45515,45516,2015,3,12,11,1,103,79,111,85,86,-13,20,1017,8,cv,2.67,0,0
1692,45516,45517,2015,3,12,12,1,73,74,84,80,63,-15,15,1016,10,cv,4.46,0,0
1693,45517,45518,2015,3,12,13,1,69,57,58,49,47,-16,12,1015,12,cv,6.25,0,0
1694,45518,45519,2015,3,12,14,1,59,43,45,40,42,-18,9,1014,13,cv,7.14,0,0
1695,45519,45520,2015,3,12,15,1,55,52,44,50,30,-18,9,1013,13,SE,3.13,0,0
1696,45520,45521,2015,3,12,16,1,54,53,50,50,46,-18,9,1013,13,cv,1.79,0,0
1697,45521,45522,2015,3,12,17,1,56,51,64,62,59,-18,10,1013,12,SE,1.79,0,0
1698,45522,45523,2015,3,12,18,1,55,64,70,65,75,-16,13,1014,11,cv,1.79,0,0
1699,45523,45524,2015,3,12,19,1,55,72,98,80,90,-14,18,1015,9,SE,1.79,0,0
1700,45524,45525,2015,3,12,20,1,55,87,104,93,86,-11,24,1016,8,SE,3.58,0,0
1701,45525,45526,2015,3,12,21,1,58,82,114,79,84,-10,32,1017,5,SE,4.47,0,0
1702,45526,45527,2015,3,12,22,1,64,98,125,94,111,-10,28,1018,7,SE,8.49,0,0
1703,45527,45528,2015,3,12,23,1,65,122,144,118,125,-4,55,1018,4,SE,11.62,0,0
1704,45528,45529,2015,3,13,0,1,57,123,155,143,146,-6,51,1019,3,SE,13.41,0,0
1705,45529,45530,2015,3,13,1,1,58,137,142,136,134,-4,64,1019,2,SE,15.2,0,0
1706,45530,45531,2015,3,13,2,1,55,122,136,122,123,-6,74,1019,-2,NE,0.89,0,0
1707,45531,45532,2015,3,13,3,1,62,114,133,112,110,-5,79,1019,-2,NW,0.89,0,0
1708,45532,45533,2015,3,13,4,1,68,105,130,106,111,-4,86,1019,-2,NE,0.89,0,0
1709,45533,45534,2015,3,13,5,1,82,104,129,103,126,-5,79,1020,-2,NW,0.89,0,0
1710,45534,45535,2015,3,13,6,1,86,113,142,104,130,-6,74,1020,-2,cv,0.45,0,0
1711,45535,45536,2015,3,13,7,1,95,121,153,113,155,-6,79,1021,-3,NW,1.79,0,0
1712,45536,45537,2015,3,13,8,1,99,134,149,129,118,-5,59,1023,2,NW,5.81,0,0
1713,45537,45538,2015,3,13,9,1,110,66,71,66,40,-17,17,1023,6,NE,4.92,0,0
1714,45538,45539,2015,3,13,10,1,115,32,32,29,26,-18,13,1024,8,NE,9.84,0,0
1715,45539,45540,2015,3,13,11,1,121,21,25,26,17,-19,11,1024,9,NE,14.76,0,0
1716,45540,45541,2015,3,13,12,1,127,23,22,29,21,-20,10,1023,10,NE,18.78,0,0
1717,45541,45542,2015,3,13,13,1,127,26,23,29,17,-19,9,1022,12,NE,21.91,0,0
1718,45542,45543,2015,3,13,14,1,127,15,17,26,9,-20,8,1022,12,cv,1.79,0,0
1719,45543,45544,2015,3,13,15,1,125,14,13,20,18,-21,8,1021,12,NE,1.79,0,0
1720,45544,45545,2015,3,13,16,1,111,18,16,24,16,-21,8,1021,12,SE,1.79,0,0
1721,45545,45546,2015,3,13,17,1,100,24,21,24,12,-21,8,1021,12,cv,0.89,0,0
1722,45546,45547,2015,3,13,18,1,97,23,29,16,27,-20,10,1021,10,SE,1.79,0,0
1723,45547,45548,2015,3,13,19,1,103,32,37,29,34,-20,10,1022,9,SE,4.92,0,0
1724,45548,45549,2015,3,13,20,1,110,39,45,36,41,-18,13,1023,8,SE,6.71,0,0
1725,45549,45550,2015,3,13,21,1,124,39,70,42,41,-10,37,1023,3,SE,7.6,0,0
1726,45550,45551,2015,3,13,22,1,130,55,106,68,96,-4,55,1025,4,SE,10.73,0,0
1727,45551,45552,2015,3,13,23,1,133,97,98,92,92,-4,64,1026,2,SE,13.86,0,0
1728,45552,45553,2015,3,14,0,1,131,84,81,73,70,-5,59,1026,2,SE,16.99,0,0
1729,45553,45554,2015,3,14,1,1,123,74,69,73,67,-5,64,1026,1,SE,20.12,0,0
1730,45554,45555,2015,3,14,2,1,116,67,62,63,62,-5,64,1026,1,SE,21.91,0,0
1731,45555,45556,2015,3,14,3,1,111,57,56,51,59,-5,64,1025,1,cv,0.89,0,0
1732,45556,45557,2015,3,14,4,1,125,57,55,52,54,-6,59,1025,1,cv,1.78,0,0
1733,45557,45558,2015,3,14,5,1,148,54,60,53,56,-5,64,1024,1,SE,1.79,0,0
1734,45558,45559,2015,3,14,6,1,172,60,66,59,67,-5,64,1024,1,cv,0.89,0,0
1735,45559,45560,2015,3,14,7,1,186,61,75,69,74,-5,64,1024,1,SE,0.89,0,0
1736,45560,45561,2015,3,14,8,1,193,68,80,77,82,-5,64,1024,1,cv,0.89,0,0
1737,45561,45562,2015,3,14,9,1,194,76,84,84,84,-4,64,1024,2,cv,1.78,0,0
1738,45562,45563,2015,3,14,10,1,191,90,103,96,99,-4,59,1024,3,NW,1.79,0,0
1739,45563,45564,2015,3,14,11,1,179,104,124,106,116,-4,59,1023,3,SE,1.79,0,0
1740,45564,45565,2015,3,14,12,1,160,116,153,114,124,-5,48,1021,5,SE,3.58,0,0
1741,45565,45566,2015,3,14,13,1,139,133,147,132,131,-5,42,1020,7,SE,6.71,0,0
1742,45566,45567,2015,3,14,14,1,126,133,135,124,120,-6,34,1018,9,SE,10.73,0,0
1743,45567,45568,2015,3,14,15,1,129,115,118,114,107,-7,29,1016,10,SE,13.86,0,0
1744,45568,45569,2015,3,14,16,1,128,120,126,113,112,-7,27,1016,11,SE,16.99,0,0
1745,45569,45570,2015,3,14,17,1,119,119,125,115,120,-7,29,1015,10,SE,18.78,0,0
1746,45570,45571,2015,3,14,18,1,114,142,133,124,119,-7,31,1016,9,SE,20.57,0,0
1747,45571,45572,2015,3,14,19,1,117,147,145,123,144,-8,31,1016,8,cv,0.89,0,0
1748,45572,45573,2015,3,14,20,1,111,144,156,128,135,-8,33,1017,7,cv,1.78,0,0
1749,45573,45574,2015,3,14,21,1,111,142,137,127,163,-7,41,1017,5,NW,0.89,0,0
1750,45574,45575,2015,3,14,22,1,123,182,185,142,165,-7,47,1017,3,NW,2.68,0,0
1751,45575,45576,2015,3,14,23,1,138,165,182,166,162,-7,51,1017,2,NW,4.47,0,0
1752,45576,45577,2015,3,15,0,1,127,160,174,155,162,-7,51,1018,2,NW,6.26,0,0
1753,45577,45578,2015,3,15,1,1,131,149,158,143,154,-6,51,1018,3,NW,8.05,0,0
1754,45578,45579,2015,3,15,2,1,120,149,160,144,150,-6,55,1018,2,cv,0.89,0,0
1755,45579,45580,2015,3,15,3,1,113,134,169,138,148,-6,59,1017,1,cv,1.78,0,0
1756,45580,45581,2015,3,15,4,1,108,98,183,127,149,-7,55,1018,1,cv,2.67,0,0
1757,45581,45582,2015,3,15,5,1,110,93,217,157,171,-6,68,1018,-1,NE,1.79,0,0
1758,45582,45583,2015,3,15,6,1,122,101,217,172,187,-6,68,1019,-1,NE,3.58,0,0
1759,45583,45584,2015,3,15,7,1,122,100,220,179,191,-6,74,1019,-2,SE,1.79,0,0
1761,45585,45586,2015,3,15,9,1,123,82,151,78,83,-7,33,1020,8,NW,1.79,0,0
1762,45586,45587,2015,3,15,10,1,125,70,82,93,89,-16,12,1019,12,cv,1.79,0,0
1763,45587,45588,2015,3,15,11,1,130,81,124,103,91,-17,10,1019,13,cv,2.68,0,0
1764,45588,45589,2015,3,15,12,1,175,75,77,83,59,-17,9,1018,15,cv,4.47,0,0
1765,45589,45590,2015,3,15,13,1,176,56,65,74,60,-14,10,1016,17,SE,4.02,0,0
1766,45590,45591,2015,3,15,14,1,111,57,71,55,58,-14,10,1015,17,SE,8.94,0,0
1767,45591,45592,2015,3,15,15,1,87,91,93,89,89,-15,9,1014,17,SE,16.09,0,0
1768,45592,45593,2015,3,15,16,1,94,80,102,86,77,-13,11,1014,17,SE,23.24,0,0
1769,45593,45594,2015,3,15,17,1,99,73,89,87,80,-12,13,1014,16,SE,28.16,0,0
1770,45594,45595,2015,3,15,18,1,76,80,89,90,80,-12,14,1014,15,SE,33.08,0,0
1771,45595,45596,2015,3,15,19,1,65,87,101,96,88,-12,17,1014,12,SE,36.21,0,0
1772,45596,45597,2015,3,15,20,1,62,107,111,102,108,-11,17,1015,13,SE,39.34,0,0
1773,45597,45598,2015,3,15,21,1,60,125,135,120,129,-10,20,1015,12,SE,42.47,0,0
1774,45598,45599,2015,3,15,22,1,56,145,152,136,137,-9,25,1015,10,SE,44.26,0,0
1775,45599,45600,2015,3,15,23,1,60,147,161,137,140,-8,27,1014,10,SE,47.39,0,0
1776,45600,45601,2015,3,16,0,1,59,152,172,148,153,-6,31,1014,10,SE,50.52,0,0
1777,45601,45602,2015,3,16,1,1,60,165,170,159,160,-5,36,1014,9,SE,52.31,0,0
1778,45602,45603,2015,3,16,2,1,62,171,147,144,140,-5,39,1013,8,SE,54.1,0,0
1779,45603,45604,2015,3,16,3,1,59,161,122,119,114,-5,39,1012,8,SE,55.89,0,0
1780,45604,45605,2015,3,16,4,1,52,133,122,121,110,-5,42,1012,7,cv,0.89,0,0
1781,45605,45606,2015,3,16,5,1,49,139,125,131,132,-3,45,1011,8,cv,1.78,0,0
1782,45606,45607,2015,3,16,6,1,51,125,135,134,125,-3,48,1011,7,NE,0.89,0,0
1783,45607,45608,2015,3,16,7,1,53,116,147,130,131,-3,48,1012,7,cv,0.89,0,0
1784,45608,45609,2015,3,16,8,1,60,143,157,148,144,-1,52,1012,8,NE,0.89,0,0
1785,45609,45610,2015,3,16,9,1,55,159,176,158,162,0,53,1013,9,NE,2.68,0,0
1786,45610,45611,2015,3,16,10,1,59,175,187,177,183,1,53,1013,10,cv,0.89,0,0
1787,45611,45612,2015,3,16,11,1,98,201,212,193,197,2,57,1013,10,SE,1.79,0,0
1788,45612,45613,2015,3,16,12,1,152,228,237,221,224,5,66,1012,11,SE,3.58,0,0
1789,45613,45614,2015,3,16,13,1,138,265,261,263,242,5,62,1011,12,SE,5.37,0,0
1790,45614,45615,2015,3,16,14,1,114,274,280,280,256,5,62,1010,12,SE,7.16,0,0
1791,45615,45616,2015,3,16,15,1,88,300,289,297,266,6,62,1010,13,SE,10.29,0,0
1792,45616,45617,2015,3,16,16,1,86,315,332,318,293,6,62,1010,13,SE,13.42,0,0
1793,45617,45618,2015,3,16,17,1,80,335,343,336,305,6,62,1010,13,SE,15.21,0,0
1794,45618,45619,2015,3,16,18,1,60,334,319,320,302,6,66,1010,12,SE,17,0,0
1795,45619,45620,2015,3,16,19,1,52,326,332,324,311,5,71,1011,10,cv,0.89,0,0
1796,45620,45621,2015,3,16,20,1,52,317,330,312,302,5,75,1012,9,cv,1.78,0,0
1797,45621,45622,2015,3,16,21,1,53,309,322,307,305,5,87,1013,7,cv,2.67,0,0
1798,45622,45623,2015,3,16,22,1,37,312,326,311,312,5,81,1014,8,NW,1.79,0,0
1799,45623,45624,2015,3,16,23,1,38,315,345,319,318,5,87,1015,7,NW,2.68,0,0
1800,45624,45625,2015,3,17,0,1,38,323,346,325,313,4,86,1015,6,NW,4.47,0,0
1801,45625,45626,2015,3,17,1,1,39,328,341,325,318,5,87,1016,7,NW,7.6,0,0
1802,45626,45627,2015,3,17,2,1,41,329,340,325,309,5,87,1016,7,NW,9.39,0,0
1803,45627,45628,2015,3,17,3,1,45,325,327,316,311,4,86,1016,6,NW,11.18,0,0
1804,45628,45629,2015,3,17,4,1,52,321,323,317,313,3,86,1016,5,cv,0.89,0,0
1805,45629,45630,2015,3,17,5,1,58,321,313,308,311,4,93,1017,5,cv,1.78,0,0
1806,45630,45631,2015,3,17,6,1,79,314,297,304,303,3,93,1018,4,NW,1.79,0,0
1807,45631,45632,2015,3,17,7,1,142,298,316,306,304,3,93,1020,4,cv,0.89,0,0
1808,45632,45633,2015,3,17,8,1,125,268,364,325,315,5,93,1021,6,cv,1.78,0,0
1809,45633,45634,2015,3,17,9,1,105,273,378,352,317,5,75,1022,9,SE,1.79,0,0
1810,45634,45635,2015,3,17,10,1,96,265,330,317,211,4,57,1022,12,SE,3.58,0,0
1811,45635,45636,2015,3,17,11,1,96,186,168,174,150,0,35,1022,15,SE,6.71,0,0
1812,45636,45637,2015,3,17,12,1,91,143,168,161,143,-8,18,1021,16,SE,10.73,0,0
1813,45637,45638,2015,3,17,13,1,86,142,145,146,119,-3,25,1020,17,SE,14.75,0,0
1814,45638,45639,2015,3,17,14,1,83,115,113,112,93,-5,21,1019,17,SE,18.77,0,0
1815,45639,45640,2015,3,17,15,1,82,133,135,139,133,-7,18,1018,17,SE,22.79,0,0
1816,45640,45641,2015,3,17,16,1,84,157,156,157,144,-6,21,1018,16,SE,27.71,0,0
1817,45641,45642,2015,3,17,17,1,84,155,133,155,128,-5,24,1018,15,SE,32.63,0,0
1818,45642,45643,2015,3,17,18,1,92,131,144,148,136,-4,28,1018,14,SE,37.55,0,0
1819,45643,45644,2015,3,17,19,1,94,127,135,139,113,-4,32,1019,12,SE,42.47,0,0
1820,45644,45645,2015,3,17,20,1,83,90,112,94,90,-4,34,1019,11,SE,47.39,0,0
1821,45645,45646,2015,3,17,21,1,67,57,52,50,38,-5,34,1020,10,SE,52.31,0,0
1822,45646,45647,2015,3,17,22,1,60,34,32,38,29,-6,34,1021,9,SE,57.23,0,0
1823,45647,45648,2015,3,17,23,1,38,33,35,37,34,-7,33,1021,8,SE,61.25,0,0
1824,45648,45649,2015,3,18,0,1,27,29,36,30,31,-7,33,1021,8,SE,64.38,0,0
1825,45649,45650,2015,3,18,1,1,30,26,26,29,29,-7,36,1021,7,SE,67.51,0,0
1826,45650,45651,2015,3,18,2,1,33,27,27,29,27,-7,36,1020,7,cv,0.89,0,0
1827,45651,45652,2015,3,18,3,1,35,29,29,33,25,-6,41,1019,6,SE,0.89,0,0
1828,45652,45653,2015,3,18,4,1,40,28,30,27,21,-6,41,1019,6,cv,0.89,0,0
1829,45653,45654,2015,3,18,5,1,53,20,33,29,30,-6,44,1018,5,SE,1.79,0,0
1830,45654,45655,2015,3,18,6,1,62,26,45,22,35,-6,44,1018,5,NE,1.79,0,0
1831,45655,45656,2015,3,18,7,1,67,36,63,51,56,-5,48,1018,5,cv,0.89,0,0
1832,45656,45657,2015,3,18,8,1,72,38,54,30,40,-6,39,1018,7,SE,1.79,0,0
1833,45657,45658,2015,3,18,9,1,69,31,50,51,34,-7,33,1018,8,SE,3.58,0,0
1836,45660,45661,2015,3,18,12,1,80,34,37,18,30,-11,18,1016,12,SE,12.97,0,0
1837,45661,45662,2015,3,18,13,1,96,34,31,35,41,-12,17,1015,12,SE,14.76,0,0
1838,45662,45663,2015,3,18,14,1,122,40,39,43,43,-11,17,1014,13,SE,17.89,0,0
1840,45664,45665,2015,3,18,16,1,106,52,47,52,48,-10,17,1012,14,SE,24.15,0,0
1841,45665,45666,2015,3,18,17,1,94,56,53,53,58,-9,20,1012,13,SE,27.28,0,0
1842,45666,45667,2015,3,18,18,1,94,69,62,64,67,-9,23,1012,11,SE,30.41,0,0
1843,45667,45668,2015,3,18,19,1,97,80,76,76,73,-8,27,1013,10,SE,32.2,0,0
1844,45668,45669,2015,3,18,20,1,92,83,94,80,80,-7,29,1013,10,SE,33.99,0,0
1845,45669,45670,2015,3,18,21,1,88,90,113,86,104,-6,41,1014,6,SE,34.88,0,0
1846,45670,45671,2015,3,18,22,1,89,101,139,98,103,-6,44,1014,5,cv,0.89,0,0
1847,45671,45672,2015,3,18,23,1,87,110,133,99,125,-5,51,1015,4,NE,0.89,0,0
1848,45672,45673,2015,3,19,0,1,93,108,141,110,113,-5,51,1015,4,cv,0.89,0,0
1849,45673,45674,2015,3,19,1,1,92,123,141,118,133,-5,55,1016,3,cv,1.34,0,0
1850,45674,45675,2015,3,19,2,1,91,124,129,121,90,-6,51,1016,3,cv,2.23,0,0
1851,45675,45676,2015,3,19,3,1,89,97,128,102,89,-6,55,1016,2,NW,3.13,0,0
1852,45676,45677,2015,3,19,4,1,103,79,95,87,79,-7,47,1015,3,NW,6.26,0,0
1853,45677,45678,2015,3,19,5,1,116,74,97,84,78,-7,51,1016,2,NW,9.39,0,0
1854,45678,45679,2015,3,19,6,1,133,83,90,76,81,-7,51,1016,2,NW,11.18,0,0
1855,45679,45680,2015,3,19,7,1,148,84,128,94,110,-7,47,1017,3,NW,12.97,0,0
1856,45680,45681,2015,3,19,8,1,161,93,145,126,112,-6,39,1018,7,cv,0.89,0,0
1857,45681,45682,2015,3,19,9,1,186,84,137,119,97,-8,23,1019,12,NW,1.79,0,0
1858,45682,45683,2015,3,19,10,1,184,82,109,102,100,-8,22,1019,13,NW,3.58,0,0
1859,45683,45684,2015,3,19,11,1,178,72,122,88,80,-9,18,1019,15,cv,0.89,0,0
1860,45684,45685,2015,3,19,12,1,167,67,79,58,60,-10,15,1018,16,cv,2.68,0,0
1861,45685,45686,2015,3,19,13,1,163,64,63,56,57,-12,11,1017,18,SE,1.79,0,0
1862,45686,45687,2015,3,19,14,1,153,54,61,62,53,-11,12,1016,19,SE,5.81,0,0
1863,45687,45688,2015,3,19,15,1,153,53,66,58,60,-12,10,1015,20,SE,10.73,0,0
1864,45688,45689,2015,3,19,16,1,156,59,64,66,62,-12,11,1014,19,SE,15.65,0,0
1865,45689,45690,2015,3,19,17,1,163,75,79,77,77,-11,12,1014,19,SE,20.57,0,0
1866,45690,45691,2015,3,19,18,1,165,84,90,89,79,-10,14,1014,17,SE,26.38,0,0
1867,45691,45692,2015,3,19,19,1,171,113,116,111,100,-9,15,1015,17,SE,32.19,0,0
1868,45692,45693,2015,3,19,20,1,184,124,137,127,122,-7,19,1015,16,SE,36.21,0,0
1869,45693,45694,2015,3,19,21,1,188,144,152,150,136,-6,27,1017,12,NE,1.79,0,0
1870,45694,45695,2015,3,19,22,1,203,141,156,148,138,-6,27,1017,12,SE,0.89,0,0
1871,45695,45696,2015,3,19,23,1,209,116,145,127,116,-6,31,1017,10,NE,1.79,0,0
1872,45696,45697,2015,3,20,0,1,204,117,136,119,120,-6,39,1018,7,NW,3.13,0,0
1873,45697,45698,2015,3,20,1,1,157,88,147,106,78,-7,31,1018,9,NW,4.92,0,0
1874,45698,45699,2015,3,20,2,1,132,44,147,91,53,-7,36,1018,7,NW,6.71,0,0
1875,45699,45700,2015,3,20,3,1,121,32,107,36,37,-8,33,1019,7,NW,8.5,0,0
1876,45700,45701,2015,3,20,4,1,119,28,57,36,28,-8,33,1019,7,NW,10.29,0,0
1877,45701,45702,2015,3,20,5,1,126,27,34,33,31,-7,41,1019,5,NW,12.08,0,0
1878,45702,45703,2015,3,20,6,1,147,27,33,31,32,-8,38,1019,5,NW,13.87,0,0
1879,45703,45704,2015,3,20,7,1,161,27,32,28,33,-11,24,1020,8,NW,17,0,0
1880,45704,45705,2015,3,20,8,1,156,22,28,29,30,-12,17,1020,12,NW,20.13,0,0
1881,45705,45706,2015,3,20,9,1,141,19,24,29,25,-15,11,1021,15,NW,24.15,0,0
1889,45713,45714,2015,3,20,17,1,161,37,48,41,38,-16,8,1014,19,cv,1.79,0,0
1890,45714,45715,2015,3,20,18,1,175,38,52,38,40,-16,8,1013,18,SE,4.02,0,0
1891,45715,45716,2015,3,20,19,1,189,44,65,53,39,-14,10,1014,17,SE,8.94,0,0
1892,45716,45717,2015,3,20,20,1,202,45,58,55,47,-13,12,1014,16,SE,13.86,0,0
1893,45717,45718,2015,3,20,21,1,206,50,69,58,54,-13,13,1015,15,SE,16.99,0,0
1894,45718,45719,2015,3,20,22,1,191,67,47,58,53,-13,15,1015,13,NW,3.13,0,0
1895,45719,45720,2015,3,20,23,1,146,63,79,62,56,-13,16,1015,12,cv,0.89,0,0
1896,45720,45721,2015,3,21,0,1,128,109,64,57,54,-12,18,1015,11,NW,1.79,0,0
1897,45721,45722,2015,3,21,1,1,113,79,57,48,41,-13,14,1016,14,NW,6.71,0,0
1898,45722,45723,2015,3,21,2,1,106,42,40,39,30,-15,12,1016,13,NW,11.63,0,0
1899,45723,45724,2015,3,21,3,1,90,31,31,32,27,-15,13,1016,12,NW,14.76,0,0
1900,45724,45725,2015,3,21,4,1,100,28,24,21,18,-17,12,1016,11,NW,17.89,0,0
1901,45725,45726,2015,3,21,5,1,111,25,44,24,26,-19,9,1016,12,NW,25.94,0,0
1902,45726,45727,2015,3,21,6,1,132,14,30,25,15,-19,10,1017,11,NW,30.86,0,0
1903,45727,45728,2015,3,21,7,1,110,15,18,18,18,-18,11,1018,11,NW,36.67,0,0
1904,45728,45729,2015,3,21,8,1,108,11,18,12,17,-17,10,1020,14,NW,40.69,0,0
1905,45729,45730,2015,3,21,9,1,104,13,12,14,12,-19,8,1021,15,NW,49.63,0,0
1906,45730,45731,2015,3,21,10,1,96,6,9,15,14,-20,6,1021,16,NW,57.68,0,0
1907,45731,45732,2015,3,21,11,1,92,4,13,10,13,-19,7,1020,17,NW,64.83,0,0
1908,45732,45733,2015,3,21,12,1,89,12,17,18,13,-19,7,1020,17,NW,69.75,0,0
1909,45733,45734,2015,3,21,13,1,92,5,12,10,11,-20,6,1019,18,NW,76.9,0,0
1910,45734,45735,2015,3,21,14,1,98,13,16,12,12,-19,6,1018,19,NW,84.05,0,0
1911,45735,45736,2015,3,21,15,1,111,5,13,7,7,-19,6,1017,19,NW,92.99,0,0
1913,45737,45738,2015,3,21,17,1,114,7,13,7,6,-19,5,1017,20,NW,101.93,0,0
1914,45738,45739,2015,3,21,18,1,131,9,9,12,8,-20,6,1017,18,NW,107.74,0,0
1915,45739,45740,2015,3,21,19,1,144,13,7,10,8,-21,5,1018,17,NW,111.76,0,0
1916,45740,45741,2015,3,21,20,1,139,21,13,15,17,-19,7,1019,17,NW,115.78,0,0
1917,45741,45742,2015,3,21,21,1,164,26,20,13,14,-18,8,1019,16,NW,118.91,0,0
1918,45742,45743,2015,3,21,22,1,148,23,27,16,18,-18,11,1020,11,NW,120.7,0,0
1919,45743,45744,2015,3,21,23,1,146,28,33,18,29,-16,14,1021,10,NW,124.72,0,0
1920,45744,45745,2015,3,22,0,1,150,41,53,45,47,-18,10,1022,12,NW,128.74,0,0
1921,45745,45746,2015,3,22,1,1,149,31,42,39,33,-18,12,1023,10,NW,130.53,0,0
1922,45746,45747,2015,3,22,2,1,158,22,34,28,26,-19,10,1024,11,NW,136.34,0,0
1923,45747,45748,2015,3,22,3,1,170,14,20,17,17,-17,13,1025,10,NE,3.13,0,0
1924,45748,45749,2015,3,22,4,1,184,10,21,15,18,-14,18,1025,9,NE,10.28,0,0
1925,45749,45750,2015,3,22,5,1,202,13,15,12,11,-14,20,1026,7,NE,16.09,0,0
1926,45750,45751,2015,3,22,6,1,195,7,14,9,8,-15,20,1027,6,NE,21.9,0,0
1927,45751,45752,2015,3,22,7,1,174,9,9,8,10,-16,18,1028,6,NE,27.71,0,0
1928,45752,45753,2015,3,22,8,1,158,11,13,14,8,-16,18,1029,6,NE,33.52,0,0
1929,45753,45754,2015,3,22,9,1,142,11,17,13,16,-17,16,1030,7,NE,39.33,0,0
1930,45754,45755,2015,3,22,10,1,138,10,15,12,16,-20,10,1031,9,NE,44.25,0,0
1931,45755,45756,2015,3,22,11,1,141,10,20,15,6,-22,8,1030,10,NE,49.17,0,0
1932,45756,45757,2015,3,22,12,1,142,10,20,8,9,-22,8,1030,11,SE,4.02,0,0
1933,45757,45758,2015,3,22,13,1,153,11,13,16,9,-20,7,1028,14,cv,1.79,0,0
1934,45758,45759,2015,3,22,14,1,156,17,20,12,15,-22,6,1028,14,SE,1.79,0,0
1935,45759,45760,2015,3,22,15,1,139,17,16,27,15,-21,7,1027,14,cv,1.79,0,0
1936,45760,45761,2015,3,22,16,1,122,16,24,18,17,-22,6,1027,14,SE,4.92,0,0
1937,45761,45762,2015,3,22,17,1,133,19,17,19,19,-22,6,1026,14,SE,8.94,0,0
1938,45762,45763,2015,3,22,18,1,314,25,24,30,24,-20,8,1026,13,SE,13.86,0,0
1939,45763,45764,2015,3,22,19,1,500,43,51,49,54,-19,9,1027,12,SE,17.88,0,0
1940,45764,45765,2015,3,22,20,1,500,39,50,45,42,-7,27,1028,11,SE,21.9,0,0
1941,45765,45766,2015,3,22,21,1,500,36,40,37,33,-8,31,1029,8,SE,25.03,0,0
1942,45766,45767,2015,3,22,22,1,402,38,35,39,35,-8,33,1029,7,SE,28.16,0,0
1943,45767,45768,2015,3,22,23,1,97,37,38,41,41,-8,35,1030,6,SE,29.95,0,0
1944,45768,45769,2015,3,23,0,1,71,44,46,45,41,-8,41,1030,4,SE,31.74,0,0
1945,45769,45770,2015,3,23,1,1,66,45,52,49,47,-6,51,1030,3,cv,0.89,0,0
1946,45770,45771,2015,3,23,2,1,64,46,61,51,47,-8,50,1030,1,cv,1.78,0,0
1947,45771,45772,2015,3,23,3,1,59,48,72,51,51,-7,55,1030,1,SE,0.89,0,0
1948,45772,45773,2015,3,23,4,1,61,55,75,66,66,-7,59,1030,0,cv,0.45,0,0
1949,45773,45774,2015,3,23,5,1,58,57,73,62,55,-6,68,1030,-1,NW,0.89,0,0
1950,45774,45775,2015,3,23,6,1,59,53,84,63,57,-6,68,1030,-1,NW,4.02,0,0
1951,45775,45776,2015,3,23,7,1,61,59,86,65,73,-6,51,1030,3,NW,5.81,0,0
1952,45776,45777,2015,3,23,8,1,61,56,82,72,66,-7,38,1031,6,NW,7.6,0,0
1953,45777,45778,2015,3,23,9,1,58,45,65,50,48,-10,24,1031,9,NW,9.39,0,0
1954,45778,45779,2015,3,23,10,1,60,29,41,34,26,-11,17,1031,13,NW,11.18,0,0
1955,45779,45780,2015,3,23,11,1,60,23,16,13,13,-15,11,1030,15,NW,14.31,0,0
1956,45780,45781,2015,3,23,12,1,58,19,19,10,8,-17,8,1029,17,NW,17.44,0,0
1957,45781,45782,2015,3,23,13,1,68,15,17,13,11,-19,6,1028,18,NW,22.36,0,0
1958,45782,45783,2015,3,23,14,1,111,13,20,18,11,-18,7,1027,18,NW,28.17,0,0
1959,45783,45784,2015,3,23,15,1,186,11,17,16,12,-18,6,1026,19,SE,5.81,0,0
1960,45784,45785,2015,3,23,16,1,333,13,14,16,11,-18,6,1026,19,SE,9.83,0,0
1961,45785,45786,2015,3,23,17,1,378,16,15,14,18,-17,7,1026,18,SE,14.75,0,0
1962,45786,45787,2015,3,23,18,1,432,16,19,20,17,-18,8,1026,15,SE,19.67,0,0
1963,45787,45788,2015,3,23,19,1,324,27,26,27,27,-17,9,1026,15,SE,23.69,0,0
1964,45788,45789,2015,3,23,20,1,239,36,34,38,37,-15,13,1027,12,SE,27.71,0,0
1965,45789,45790,2015,3,23,21,1,188,45,42,46,44,-14,15,1028,11,SE,31.73,0,0
1966,45790,45791,2015,3,23,22,1,245,43,49,49,44,-14,14,1028,12,SE,34.86,0,0
1967,45791,45792,2015,3,23,23,1,249,45,50,51,45,-11,21,1029,10,SE,37.99,0,0
1968,45792,45793,2015,3,24,0,1,245,49,84,60,60,-12,21,1029,9,SE,39.78,0,0
1969,45793,45794,2015,3,24,1,1,282,65,89,72,80,-7,33,1030,8,SE,43.8,0,0
1970,45794,45795,2015,3,24,2,1,289,91,108,100,111,-4,48,1031,6,SE,48.72,0,0
1971,45795,45796,2015,3,24,3,1,260,92,89,92,86,-5,48,1031,5,SE,54.53,0,0
1972,45796,45797,2015,3,24,4,1,220,77,73,70,69,-7,41,1032,5,SE,58.55,0,0
1973,45797,45798,2015,3,24,5,1,198,64,78,66,74,-8,41,1033,4,SE,60.34,0,0
1974,45798,45799,2015,3,24,6,1,191,92,75,69,61,-9,38,1033,4,cv,0.89,0,0
